"Building_Class","Zoning_Class","Lot_Extent","Lot_Size","Road_Type","Lane_Type","Property_Shape","Land_Outline","Lot_Configuration","Property_Slope","Neighborhood","Condition1","Condition2","House_Type","House_Design","Overall_Material","House_Condition","Construction_Year","Roof_Design","Roof_Quality","Exterior1st","Exterior2nd","Brick_Veneer_Type","Brick_Veneer_Area","Exterior_Material","Exterior_Condition","Foundation_Type","Basement_Height","Basement_Condition","Exposure_Level","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","Total_Basement_Area","Heating_Type","Heating_Quality","Air_Conditioning","Electrical_System","First_Floor_Area","Second_Floor_Area","LowQualFinSF","Grade_Living_Area","Underground_Full_Bathroom","Underground_Half_Bathroom","Full_Bathroom_Above_Grade","Half_Bathroom_Above_Grade","Bedroom_Above_Grade","Kitchen_Quality","Rooms_Above_Grade","Functional_Rate","Fireplaces","Fireplace_Quality","Garage","Garage_Built_Year","Garage_Finish","Garage_Size","Garage_Quality","Pavedd_Drive","W_Deck_Area","Open_Lobby_Area","Enclosed_Lobby_Area","Three_Season_Lobby_Area","Screen_Lobby_Area","Pool_Area","Pool_Quality","Fence_Quality","Miscellaneous_Feature","Miscellaneous_Value","Month_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price"
20,"RLD",70,5771.712814,1,"None",0,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1Story",7,5,2003,"Gable","SS","VinylSd","VinylSd",1,506,4,3,"PC",4,3,1,6,1188,1,292,1480,"GasA",5,1,"SBrkr",1480,0,0,1480,1,0,2,0,3,4,7,10,0,0,"Attchd",2003,2,2,3,2,252,73,0,0,0,0,0,"MnPrv","Shed",300,2,2010,"WD","Normal",206142.514833333
20,"RLD",73,5110.919131,1,"None",1,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,"Hip","SS","MetalSd","MetalSd",1,150,3,3,"CB",3,3,1,4,856,3,125,1143,"GasA",3,1,"SBrkr",1143,0,0,1143,1,0,1,0,3,3,6,10,0,0,"Attchd",1959,2,1,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,5,2010,"WD","Normal",139190.047666667
20,"RLD",87,11841.73782,1,"None",1,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,"Hip","SS","MetalSd","MetalSd",1,91,3,3,"CB",3,3,1,3,936,1,270,1206,"GasA",2,1,"SBrkr",1206,0,0,1206,0,0,1,0,3,3,6,10,0,0,"Attchd",1959,2,1,3,2,0,21,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",144792.544
20,"RLD",80,7744.649437,1,"None",0,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1Story",6,5,1959,"Gable","SS","Wd Sdng","Wd Sdng",2,432,3,3,"CB",3,3,1,3,734,1,510,1244,"GasA",5,1,"SBrkr",1580,0,0,1580,1,0,1,1,3,3,6,10,2,4,"Attchd",1956,1,2,3,2,0,28,0,0,160,0,0,"GdWo","None",0,6,2010,"WD","Normal",159769.0576
50,"RLD",60,11748.09527,1,"None",0,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1.5Fin",4,5,1956,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"CB",3,3,1,1,0,1,832,832,"GasA",3,1,"FuseA",832,505,0,1337,0,0,1,0,3,3,5,10,0,0,"Attchd",1956,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,2,2010,"WD","Normal",121924.614933333
20,"RLD",60,1925.89492,1,"None",0,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1Story",5,7,1952,"Gable","SS","WdShing","Wd Shng",0,0,3,3,"CB",3,3,1,4,339,1,525,864,"GasA",3,1,"SBrkr",1064,0,0,1064,0,1,1,0,2,2,4,10,0,0,"Detchd",1952,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",125751.099433333
20,"RLD",119,9286.180682,1,"None",0,"Lvl","C",0,"NAmes","Norm","Norm","1Fam","1Story",5,6,1955,"Gable","SS","MetalSd","MetalSd",0,0,3,4,"CB",3,3,1,3,648,1,324,972,"GasA",3,1,"SBrkr",972,0,0,972,0,0,1,0,3,3,5,10,0,0,"Attchd",1955,1,1,3,2,0,0,205,0,0,0,0,"GdWo","None",0,6,2010,"WD","Normal",127261.167933333
190,"RLD",70,16581.53069,1,"None",0,"Lvl","I",0,"NAmes","Norm","Norm","2fmCon","1Story",5,5,1958,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"CB",3,3,3,3,532,1,456,988,"GasA",3,1,"SBrkr",988,0,0,988,1,0,1,0,2,3,5,10,0,0,"Attchd",1958,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,4,2010,"WD","Abnorml",130082.955466667
30,"RLD",65,10254.4678,1,"None",0,"Lvl","C",0,"NAmes","Norm","Norm","1Fam","1Story",4,7,1920,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"BT",3,3,1,1,0,1,576,576,"GasA",4,1,"SBrkr",985,0,0,985,0,1,1,0,2,3,4,10,0,0,"Detchd",1989,1,2,3,0,0,0,0,0,0,0,0,"None","None",0,4,2010,"WD","Normal",109483.946166667
50,"RLD",60,14856.7448,1,"None",0,"Lvl","I",0,"NAmes","Artery","Norm","1Fam","1.5Fin",6,8,1948,"Gable","SS","WdShing","Wd Shng",0,0,3,3,"CB",3,3,1,5,481,3,161,816,"GasA",3,1,"SBrkr",816,408,0,1224,1,0,1,0,3,3,5,10,0,0,"Detchd",1950,1,1,3,2,414,0,0,0,0,0,0,"GdWo","None",0,5,2010,"WD","Normal",130212.386033333
20,"RLD",81,13032.78042,1,"None",1,"Lvl","C",0,"NAmes","Norm","Norm","1Fam","1Story",5,6,1960,"Gable","SS","BrkFace","Wd Sdng",0,0,3,3,"CB",3,3,1,3,588,2,237,1175,"GasA",5,1,"SBrkr",1175,0,0,1175,0,0,1,1,3,3,6,10,0,0,"Detchd",1960,2,2,3,2,0,0,0,0,0,0,0,"None","None",0,6,2010,"WD","Normal",145753.782966667
20,"RLD",80,22082.06419,1,"None",0,"Lvl","I",1,"NAmes","Norm","Norm","1Fam","1Story",6,7,1963,"Hip","SS","Wd Sdng","Wd Sdng",1,218,3,3,"CB",3,3,4,4,717,2,415,1395,"GasA",3,1,"SBrkr",1395,0,0,1395,1,0,1,0,2,3,7,4,1,3,"Attchd",1963,2,2,3,2,657,0,113,0,240,0,0,"None","None",0,5,2010,"WD","Normal",165810.783
50,"RMD",60,11574.72059,1,"None",0,"Lvl","C",0,"OldTown","NoRMD","NoRMD","1Fam","1.5Fin",4,5,1900,"Hip","SS","Wd Sdng","Wd Sdng",1,771,3,3,"PC",3,3,1,5,48,1,661,709,"GasA",3,1,"SBrkr",1157,687,0,1844,1,0,1,0,3,3,9,5,2,4,"Basment",1900,1,1,3,2,84,0,0,0,0,0,0,"None","None",0,1,2010,"COD","AbnoRMDl",139147.208666667
30,"RMD",56,7950.382442,1,"Grvl",0,"Lvl","I",0,"OldTown","Artery","NoRMD","1Fam","1Story",5,7,1920,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"PC",3,3,1,4,579,1,357,936,"GasA",3,1,"SBrkr",936,0,0,936,1,0,1,0,2,3,5,10,1,4,"No Garage",1920,0,0,0,1,51,0,135,0,0,0,0,"MnPrv","None",0,5,2010,"WD","NoRMDal",110290.0225
20,"RMD",69,5810.680782,1,"Grvl",0,"Bnk","I",1,"OldTown","NoRMD","NoRMD","1Fam","1Story",5,7,1957,"Hip","SS","MetalSd","MetalSd",0,0,3,3,"CB",3,3,2,4,274,3,0,1347,"GasA",4,1,"SBrkr",1347,0,0,1347,1,1,1,0,3,4,6,10,0,0,"Detchd",1957,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,6,2010,"WD","NoRMDal",144454.611
45,"RMD",50,6969.626798,1,"None",0,"Lvl","C",0,"OldTown","NoRMD","NoRMD","1Fam","1.5Fin",6,7,1938,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"PC",4,3,1,1,0,1,827,827,"GasA",4,1,"SBrkr",827,424,0,1251,0,0,1,0,3,2,6,10,0,0,"Detchd",1938,1,1,2,0,0,0,0,0,0,0,0,"None","None",0,1,2010,"WD","NoRMDal",114177.527533333
50,"RMD",69,3722.389587,1,"None",0,"Lvl","I",0,"OldTown","Artery","NoRMD","1Fam","1.5Fin",5,7,1948,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"BT",3,3,1,4,780,1,247,1027,"GasA",5,1,"SBrkr",1027,606,0,1633,0,0,1,0,3,4,7,10,1,4,"Detchd",1948,1,1,3,2,0,100,126,0,0,0,0,"None","None",0,6,2010,"WD","NoRMDal",146097.741833333
50,"RMD",60,4687.563472,1,"None",0,"Lvl","I",0,"OldTown","Artery","NoRMD","1Fam","1.5Fin",5,6,1920,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"BT",3,3,1,3,176,1,832,1008,"GasA",3,1,"SBrkr",1060,185,0,1245,0,0,1,0,3,3,6,10,0,0,"Detchd",1962,1,1,3,2,0,0,334,0,0,0,0,"None","None",0,3,2010,"WD","NoRMDal",116260.3845
30,"RMD",68,22688.87136,1,"None",0,"Lvl","I",0,"OldTown","NoRMD","NoRMD","1Fam","1Story",2,2,1923,"Gable","SS","AsbShng","AsbShng",0,0,3,2,"BT",2,2,1,1,0,1,678,678,"GasA",3,0,"SBrkr",832,0,0,832,0,0,1,0,2,3,5,10,1,4,"Detchd",1928,1,2,2,0,0,0,0,0,0,0,0,"None","None",0,6,2010,"WD","AbnoRMDl",90892.4317
70,"RMD",60,13117.3412,1,"Grvl",0,"Lvl","C",0,"OldTown","NoRMD","NoRMD","1Fam","2Story",8,9,1900,"Gable","SS","Wd Sdng","Wd Sdng",0,0,4,4,"BT",3,3,1,1,0,1,930,930,"GasW",3,0,"SBrkr",930,636,0,1566,0,0,2,0,3,4,7,10,0,0,"Detchd",1930,1,1,3,2,54,228,246,0,0,0,0,"None","None",0,4,2010,"WD","AbnoRMDl",163627.8521
70,"RMD",50,2905.135467,1,"Grvl",0,"Lvl","I",0,"OldTown","NoRMD","NoRMD","1Fam","2Story",8,9,1890,"Gable","SS","Wd Sdng","Wd Sdng",0,0,4,4,"S",2,2,1,1,0,1,346,346,"GasA",5,1,"SBrkr",1157,1111,0,2268,0,0,3,0,3,4,7,10,0,0,"Detchd",2003,1,2,3,0,0,108,0,0,0,0,0,"None","None",0,4,2010,"WD","NoRMDal",188476.154666667
190,"RMD",100,12210.76095,1,"None",0,"Lvl","I",0,"OldTown","NoRMD","NoRMD","2fmCon","2Story",5,3,1910,"Gable","SS","MetalSd","MetalSd",0,0,3,2,"BT",3,3,2,1,0,1,840,840,"Grav",2,0,"FuseF",1128,1128,0,2256,0,0,2,0,4,2,12,10,0,0,"No Garage",1910,0,0,0,0,0,18,18,0,0,0,0,"None","None",0,6,2010,"WD","AbnoRMDl",123287.267233333
70,"RMD",60,10663.83099,1,"None",0,"Lvl","I",0,"OldTown","NoRMD","NoRMD","1Fam","2Story",6,7,1922,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"CB",2,3,1,3,283,1,455,738,"GasA",5,1,"SBrkr",868,602,0,1470,0,0,1,1,2,3,6,4,0,0,"Detchd",1970,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,6,2010,"WD","NoRMDal",137367.443766667
50,"RMD",53,20720.33462,1,"None",0,"Lvl","C",0,"BrkSide","Feedr","Feedr","1Fam","1.5Fin",5,6,1950,"Gable","SS","MetalSd","MetalSd",0,0,3,4,"CB",3,3,1,3,788,1,200,988,"GasA",5,1,"SBrkr",1030,582,0,1612,0,0,1,1,3,3,7,10,0,0,"Detchd",1950,1,1,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,3,2010,"WD","NoRMDal",148231.286933333
75,"RLD",51,19700.41008,1,"None",1,"Bnk","C",0,"BrkSide","Norm","Norm","1Fam","2.5Unf",7,7,1922,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",4,3,1,4,474,1,634,1108,"GasA",3,0,"FuseA",1160,908,0,2068,0,0,1,1,3,4,8,10,1,4,"Detchd",1928,1,1,3,2,0,0,60,0,0,0,0,"None","None",0,5,2010,"WD","Normal",197640.952433333
30,"RMD",50,10596.77679,1,"None",0,"Lvl","I",0,"BrkSide","Feedr","NoRMD","1Fam","1Story",4,7,1925,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"BT",3,3,1,3,188,1,577,765,"GasA",3,0,"FuseF",765,0,0,765,1,0,1,0,2,4,4,10,0,0,"Detchd",1926,1,1,2,1,135,0,41,0,0,0,0,"MnPrv","None",0,4,2010,"WD","NoRMDal",89819.1076
50,"RMD",50,17171.04608,1,"None",0,"Lvl","I",0,"BrkSide","NoRMD","NoRMD","1Fam","1.5Fin",6,7,1939,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"BT",3,4,1,4,452,2,144,608,"GasA",3,1,"SBrkr",608,524,0,1132,1,0,1,0,2,3,5,10,0,0,"Detchd",1939,1,1,3,2,0,0,128,0,0,0,0,"MnPrv","None",0,4,2010,"WD","AbnoRMDl",114087.729333333
50,"RMD",50,15182.68304,1,"None",0,"Lvl","I",0,"BrkSide","NoRMD","NoRMD","1Fam","1.5Fin",6,6,1940,"Gable","SS","MetalSd","MetalSd",0,0,3,4,"CB",3,3,1,2,264,1,308,572,"GasA",5,1,"FuseA",848,348,0,1196,0,1,1,1,3,3,6,10,2,4,"Detchd",1973,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,3,2010,"WD","NoRMDal",128252.006433333
50,"RMD",53,6513.758708,1,"None",0,"Lvl","C",0,"BrkSide","Feedr","NoRMD","1Fam","1.5Fin",5,6,1942,"Gable","SS","MetalSd","MetalSd",2,300,3,3,"CB",3,3,1,3,360,2,316,835,"GasA",3,1,"FuseA",955,498,0,1453,0,0,1,1,3,4,7,5,2,2,"Detchd",1942,1,1,3,2,0,0,35,0,148,0,0,"None","None",0,3,2010,"WD","NoRMDal",138087.2563
50,"RMD",50,17980.45798,1,"None",0,"Lvl","I",0,"BrkSide","NoRMD","NoRMD","1Fam","1.5Fin",6,7,1948,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"CB",3,3,1,3,300,1,480,780,"GasA",3,1,"SBrkr",780,636,0,1416,0,0,1,1,3,3,6,10,0,0,"Detchd",1948,1,1,3,1,221,0,48,0,0,0,0,"None","None",0,3,2010,"WD","NoRMDal",138166.377033333
50,"RMD",52,10442.58091,1,"None",0,"Lvl","I",0,"BrkSide","NoRMD","NoRMD","1Fam","1.5Fin",5,7,1936,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"CB",3,2,1,3,276,1,252,528,"GasA",4,1,"SBrkr",548,492,0,1040,0,0,1,0,2,3,5,10,0,0,"Detchd",1979,3,2,3,1,306,0,32,0,0,0,0,"None","None",0,5,2010,"WD","NoRMDal",110908.980133333
50,"RMD",52,13025.54931,1,"None",0,"Lvl","I",0,"BrkSide","NoRMD","NoRMD","1Fam","1.5Fin",5,5,1930,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"BT",3,3,1,2,448,1,480,928,"GasA",3,1,"FuseF",928,608,0,1536,0,0,2,0,4,3,7,10,1,4,"Detchd",1930,1,2,3,2,0,10,0,0,0,0,0,"MnPrv","None",0,3,2010,"WD","NoRMDal",150602.412266667
30,"RMD",51,7617.11875,1,"None",0,"Lvl","I",0,"OldTown","Artery","NoRMD","1Fam","1Story",6,5,1923,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",2,2,1,5,960,1,164,1124,"GasA",3,1,"SBrkr",1068,0,0,1068,1,0,1,0,2,3,5,10,1,4,"Detchd",1923,1,1,3,2,0,0,128,0,0,0,0,"None","None",0,3,2010,"WD","NoRMDal",118799.021066667
50,"RMD",57,11028.35301,1,"Grvl",0,"Lvl","I",0,"OldTown","NoRMD","NoRMD","1Fam","1.5Fin",4,5,1915,"Gable","SS","MetalSd","MetalSd",0,0,3,2,"CB",3,3,1,1,0,1,888,888,"GasA",5,1,"SBrkr",888,1074,0,1962,0,0,1,1,4,3,9,10,1,3,"Detchd",1915,1,2,3,2,160,0,364,0,0,0,0,"GdPrv","None",0,6,2010,"WD","NoRMDal",144221.319433333
70,"RMD",60,12264.72163,1,"Grvl",0,"Lvl","I",0,"OldTown","NoRMD","NoRMD","1Fam","2Story",6,8,1912,"Gable","SS","Wd Sdng","Wd Sdng",0,0,4,4,"PC",3,3,1,1,0,1,780,780,"GasA",5,1,"SBrkr",780,780,0,1560,0,0,1,1,3,4,7,10,0,0,"No Garage",1912,0,0,0,0,344,0,0,0,168,0,0,"None","None",0,5,2010,"WD","NoRMDal",142249.824533333
70,"RMD",52,10735.64758,1,"Grvl",0,"Lvl","I",0,"OldTown","NoRMD","NoRMD","1Fam","2Story",6,8,1920,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"BT",3,3,1,1,0,1,662,662,"GasA",5,1,"SBrkr",662,662,0,1324,0,1,1,0,3,3,6,10,0,0,"Detchd",1920,1,1,3,2,0,0,112,0,0,0,0,"GdPrv","None",0,2,2010,"WD","NoRMDal",119904.634
20,"RLD",100,7794.893268,1,"None",1,"Lvl","I",0,"ClearCr","Feedr","Norm","1Fam","1Story",5,5,1959,"Gable","SS","HdBoard","HdBoard",1,90,3,3,"CB",4,3,1,3,766,1,656,1422,"GasA",4,1,"SBrkr",1675,0,0,1675,0,0,2,0,3,3,8,10,2,4,"Attchd",1959,1,1,3,2,0,132,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",180679.051833333
50,"RLD",72,15255.55094,1,"None",1,"Lvl","I",0,"ClearCr","Norm","Norm","1Fam","1.5Fin",5,3,1917,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",4,2,1,1,0,1,689,689,"GasA",4,0,"SBrkr",725,499,0,1224,0,0,1,1,3,3,6,6,0,0,"Detchd",1917,1,1,2,0,0,0,248,0,0,0,0,"None","None",0,1,2010,"COD","Normal",130448.269466667
190,"RLD",60,9993.056378,1,"None",0,"Lvl","I",0,"SWISU","Norm","Norm","2fmCon","1.5Fin",5,4,1915,"Gable","SS","Wd Sdng","Wd Shng",0,0,2,2,"BT",3,3,1,3,1026,1,186,1212,"GasA",3,0,"SBrkr",1212,180,0,1392,1,0,1,0,3,3,6,10,0,0,"No Garage",1915,0,0,0,0,0,0,168,0,0,0,0,"None","None",0,2,2010,"ConLD","Normal",130494.782233333
50,"RLD",65,5651.099454,1,"None",1,"Bnk","I",1,"SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1940,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"CB",2,3,1,2,368,1,232,600,"GasA",5,0,"SBrkr",600,319,0,919,0,0,1,0,3,3,5,10,0,0,"Detchd",1940,1,1,3,2,0,0,45,0,0,0,0,"MnPrv","None",0,3,2010,"WD","Normal",102663.321266667
70,"Commer",60,16027.68428,1,"None",1,"Lvl","I",0,"SWISU","Norm","Norm","1Fam","2Story",4,1,1907,"Gambrel","SS","Wd Sdng","Stucco",0,0,3,3,"CB",3,3,1,3,73,1,634,707,"GasW",3,0,"SBrkr",942,942,0,1884,0,0,1,1,4,3,7,10,0,0,"No Garage",1907,0,0,0,0,0,0,239,0,0,0,0,"None","None",0,3,2010,"WD","Abnorml",127389.177233333
190,"RHD",60,10091.03007,1,"None",0,"Lvl","C",0,"SWISU","Artery","Norm","2fmCon","1.5Fin",5,7,1910,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,4,"BT",3,3,2,2,736,1,120,856,"GasA",4,1,"SBrkr",936,744,0,1680,1,0,2,0,2,3,7,10,1,4,"Detchd",1910,1,2,3,1,56,144,0,0,0,0,0,"None","None",0,6,2010,"COD","Normal",154394.471966667
90,"RLD",72,6250.246934,1,"None",0,"Lvl","I",0,"Sawyer","Norm","Norm","Duplex","1Story",4,3,1967,"Gable","TG","Plywood","Plywood",1,72,2,2,"CB",3,3,1,5,704,1,1128,1832,"GasA",3,0,"SBrkr",1832,0,0,1832,2,0,2,0,4,3,8,10,0,0,"No Garage",1967,0,0,0,2,0,58,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",140654.693333333
20,"RLD",65,13418.23422,1,"None",0,"Lvl","I",0,"Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,"Hip","SS","HdBoard","HdBoard",1,47,3,3,"CB",3,3,2,4,240,3,150,864,"GasA",5,1,"SBrkr",892,0,0,892,1,0,1,0,3,4,5,10,0,0,"Detchd",1966,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,6,2010,"WD","Normal",128484.6083
20,"RLD",65,5080.181314,1,"None",0,"Lvl","I",0,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,"Hip","SS","HdBoard","HdBoard",0,0,3,3,"CB",3,3,1,6,775,1,89,864,"GasA",5,1,"SBrkr",864,0,0,864,1,0,1,0,2,3,4,10,0,0,"Detchd",1969,1,1,3,2,226,0,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",127851.2984
90,"RLD",72,15714.35273,1,"None",1,"Lvl","I",0,"Sawyer","Norm","Norm","Duplex","SFoyer",5,5,1978,"Gable","SS","Plywood","Plywood",0,0,3,3,"CB",4,3,3,6,1319,1,0,1319,"GasA",3,1,"SBrkr",1373,0,0,1373,1,0,1,0,3,3,5,10,2,3,"Attchd",1978,3,2,3,2,0,0,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",164984.755033333
60,"RLD",86,6086.688328,1,"None",0,"Lvl","I",0,"Sawyer","Norm","Norm","1Fam","2Story",5,5,1968,"Gable","SS","HdBoard","HdBoard",0,0,3,4,"CB",3,4,1,3,267,5,0,720,"GasA",5,1,"SBrkr",720,720,0,1440,0,0,1,1,4,3,7,10,2,3,"Attchd",1968,1,2,3,2,192,38,0,0,0,0,0,"MnPrv","None",0,3,2010,"WD","Normal",150888.4978
20,"RLD",80,1418.09004,1,"None",1,"Low","I",1,"ClearCr","Norm","Norm","1Fam","1Story",7,7,1977,"Hip","SS","Wd Sdng","Wd Sdng",0,0,4,4,"CB",4,3,4,5,1092,1,328,1420,"GasA",4,1,"SBrkr",1483,0,0,1483,1,0,1,1,1,3,4,10,2,3,"Attchd",1977,2,2,3,2,496,0,0,0,0,0,0,"None","None",0,4,2010,"WD","Normal",207084.895233333
30,"RLD",94,7345.24023,1,"None",0,"Lvl","C",0,"Sawyer","Feedr","Norm","1Fam","1Story",4,4,1927,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",2,3,1,1,0,1,660,660,"GasA",3,0,"SBrkr",756,0,0,756,0,0,1,0,2,3,4,10,0,0,"Detchd",1945,1,2,3,0,80,0,0,0,0,0,0,"None","None",0,6,2010,"WD","Normal",92638.7677666667
60,"RLD",80,8806.155894,1,"None",1,"Low","CulDSac",1,"ClearCr","Norm","Norm","1Fam","2Story",6,5,1978,"Gable","SS","VinylSd","VinylSd",1,288,3,3,"PC",4,3,3,5,964,1,153,1117,"GasA",5,1,"SBrkr",1117,864,0,1981,1,0,2,1,4,4,8,10,1,3,"Attchd",1978,3,2,3,2,336,104,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",218852.212866667
50,"RLD",124,23706.31152,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1.5Fin",3,4,1938,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"CB",3,3,2,4,288,2,0,972,"GasA",3,1,"FuseA",1052,558,0,1610,0,1,2,0,4,2,8,10,1,4,"Attchd",1938,2,1,3,2,0,0,60,0,0,0,0,"None","Shed",450,6,2010,"WD","Normal",142301.953733333
20,"RLD",65,8946.474139,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1Story",6,7,1950,"Gable","SS","Wd Sdng","Plywood",0,0,3,3,"CB",3,3,1,6,104,3,172,663,"GasA",5,1,"SBrkr",1074,0,0,1074,1,0,1,0,3,4,6,10,1,3,"Attchd",1987,1,1,3,2,0,52,52,0,0,0,0,"MnPrv","None",0,6,2010,"WD","Normal",127979.697333333
50,"RLD",50,5977.576265,1,"None",0,"Bnk","I",0,"Edwards","Norm","Norm","1Fam","1.5Fin",4,6,1947,"Gable","SS","WdShing","Wd Shng",0,0,3,3,"CB",3,2,1,2,192,1,564,756,"GasA",5,1,"SBrkr",1169,0,362,1531,0,0,1,0,3,3,8,10,1,3,"Detchd",1947,1,1,2,2,0,0,0,0,0,0,0,"MnPrv","None",0,6,2010,"WD","Normal",127345.936166667
20,"RLD",75,1363.307202,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1Story",5,7,1954,"Gable","SS","WdShing","Wd Shng",0,0,3,3,"CB",3,3,3,4,954,1,218,1172,"GasA",3,1,"SBrkr",1172,0,0,1172,1,0,1,0,3,3,5,10,0,0,"Attchd",1954,3,1,3,2,240,0,0,0,0,0,0,"None","None",0,6,2010,"WD","Normal",138495.9825
20,"RLD",44,3898.845646,1,"None",2,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1Story",7,5,2009,"Gable","SS","VinylSd","VinylSd",2,96,4,3,"PC",4,3,4,6,1346,1,162,1508,"GasA",5,1,"SBrkr",1508,0,0,1508,1,0,1,0,1,4,5,10,2,3,"Attchd",2009,2,2,3,2,0,0,0,0,0,0,0,"None","None",0,1,2010,"Con","Partial",210855.409333333
20,"RLD",65,16052.85173,1,"None",1,"Lvl","CulDSac",0,"Edwards","Norm","Norm","1Fam","1Story",5,3,1964,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,2,"CB",3,3,2,1,0,1,1250,1250,"GasA",5,1,"SBrkr",1298,0,0,1298,0,0,2,0,3,3,5,10,0,0,"Detchd",1964,1,2,3,0,0,144,0,0,0,0,0,"None","None",0,6,2010,"COD","Normal",122811.4957
20,"RLD",83,3268.57916,1,"None",0,"Low","I",1,"SawyerW","Norm","Norm","1Fam","1Story",7,5,1987,"Gable","SS","Plywood","Plywood",1,177,4,3,"CB",4,3,4,6,1433,1,0,1433,"GasA",5,1,"SBrkr",1433,0,0,1433,1,0,1,1,1,4,4,10,2,3,"Attchd",1987,2,2,4,2,0,278,0,0,266,0,0,"MnPrv","None",0,6,2010,"WD","Normal",201727.323933333
60,"RLD",87,9259.783612,1,"None",1,"Lvl","CulDSac",0,"SawyerW","Norm","Norm","1Fam","2Story",6,7,1993,"Gable","SS","VinylSd","VinylSd",1,85,4,4,"PC",4,3,1,6,860,1,86,946,"GasA",5,1,"SBrkr",964,838,0,1802,0,1,2,1,3,4,8,10,1,4,"2TFes",2000,2,4,3,2,450,92,0,0,0,0,0,"None","None",0,5,2010,"WD","Normal",206954.7239
20,"RLD",64,5497.867299,1,"None",0,"Lvl","I",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2010,"Gable","SS","VinylSd","VinylSd",2,80,4,3,"PC",4,3,1,6,24,1,1198,1222,"GasA",5,1,"SBrkr",1222,0,0,1222,0,0,2,0,2,4,6,10,0,0,"Attchd",2009,2,2,3,2,0,54,0,0,0,0,0,"None","None",0,3,2010,"WD","Normal",198475.728033333
50,"RLD",82,13132.29293,1,"None",1,"Lvl","I",0,"SawyerW","Norm","Norm","1Fam","1.5Fin",6,8,1900,"Gable","SS","Wd Sdng","Plywood",0,0,3,3,"PC",2,4,1,1,0,1,676,676,"GasA",3,1,"SBrkr",831,614,0,1445,0,0,2,0,3,3,6,10,0,0,"Detchd",1957,1,2,3,0,0,59,0,0,0,0,0,"None","None",0,3,2010,"WD","Normal",146862.397433333
